バス停名,緯度,経度,バス停ID
浜崎四ッ角,33.44936,130.04144,浜崎四ッ角
浜玉中学校前,33.44879,130.04572,浜玉中学校前
大江,33.44787,130.04842,大江
大江上,33.44785,130.05178,大江上
新岡口橋,33.444815,130.057055,新岡口橋
土井,33.4439,130.05939,土井
玉島神社前（バス）,33.44174,130.06396,玉島神社前（バス）
五反田,33.44117,130.06662,五反田
簗場,33.44171,130.07129,簗場
下柳瀬,33.44,130.08466,下柳瀬
上柳瀬,33.439085,130.090525,上柳瀬
鮎返,33.44447,130.10206,鮎返
樽門,33.44498,130.10744,樽門
藤川,33.44422,130.11223,藤川
七山,33.44368,130.11552,七山
七山郵便局前,33.442667,130.115907,七山郵便局前
七山市民センター前,33.441693,130.116152,七山市民センター前
愛敬町,33.2622,130.299935,愛敬町
三溝東,33.268135,130.29661,三溝東
商業校門前,33.27012,130.295635,商業校門前
長瀬,33.293935,130.284395,長瀬
五領,33.299953,130.280447,五領
イオンモール佐賀大和,33.30289,130.281685,イオンモール佐賀大和
駄市川原,33.309245,130.277045,駄市川原
大和中学校前,33.309125,130.26892,大和中学校前
立石,33.308395,130.26465,立石
大橋（大和町）,33.3076,130.25954,大橋（大和町）
中極,33.306795,130.25475,中極
大久保（大和町）,33.305005,130.249535,大久保（大和町）
江熊野,33.304,130.24614,江熊野
大和特別支援学校前,33.30347,130.24301,大和特別支援学校前
今古賀（大和町）,33.30307,130.24059,今古賀（大和町）
山王,33.302455,130.236465,山王
今市,33.30167,130.23168,今市
大地町,33.300685,130.22544,大地町
御門前,33.29962,130.21547,御門前
高原,33.29973,130.207495,高原
上町（小城）,33.30013,130.20394,上町（小城）
ひらまつ病院,33.29765,130.20076,ひらまつ病院
下町（小城）,33.295465,130.2011,下町（小城）
小城,33.29356,130.19905,小城
百人町,33.440185,129.98668,百人町
先石,33.436629,129.98707,先石
市民グラウンド前,33.433475,129.98826,市民グラウンド前
文化体育館前,33.431675,129.989065,文化体育館前
生駒大橋,33.42662,130.002215,生駒大橋
生駒,33.42211,129.99958,生駒
原,33.418665,129.997235,原
下久里,33.41128,129.992125,下久里
唐津うまかもん市場前,33.40855,129.989545,唐津うまかもん市場前
久里,33.4061,129.98653,久里
城,33.400505,129.987215,城
つつじケ丘団地,33.39684,129.98721,つつじケ丘団地
佐賀整肢学園前,33.3972,129.985425,佐賀整肢学園前
唐津特別支援学校前,33.39747,129.980125,唐津特別支援学校前
心月寺前,33.386205,129.983125,心月寺前
坊中,33.3798,129.97545,坊中
芳谷,33.3773,129.972345,芳谷
矢代町,33.37189,129.96446,矢代町
岸山,33.3745,129.956965,岸山
徳須恵,33.375795,129.950505,徳須恵
市民病院きたはた,33.37455,129.94592,市民病院きたはた
九大学研都市駅,33.578347,130.259038,九大学研都市駅
北原,33.580223,130.256194,北原
山崎,33.577021,130.252327,山崎
周船寺東口,33.574456,130.24917,周船寺東口
周船寺,33.573213,130.245125,周船寺
泉,33.577754,130.241641,泉
富士見,33.580744,130.240315,富士見
たろう保育園前,33.583584,130.238576,たろう保育園前
元岡農協前,33.587571,130.236631,元岡農協前
産学連携交流センター,33.593792,130.229198,産学連携交流センター
西消防署元岡出張所前,33.595073,130.227267,西消防署元岡出張所前
九大ビッグオレンジ,33.597881,130.222382,九大ビッグオレンジ
九大理学部,33.597473,130.219893,九大理学部
九大工学部,33.596766,130.216721,九大工学部
九大農学部,33.594555,130.213436,九大農学部
九大船舶・航空実験棟,33.597459,130.211679,九大船舶・航空実験棟
九大総合グラウンド,33.599423,130.210123,九大総合グラウンド
九大センターゾーン入口,33.59782,130.224626,九大センターゾーン入口
ゲートウェイ,33.581004,130.252911,ゲートウェイ
学園通,33.584674,130.249966,学園通
元岡郵便局前,33.588014,130.245056,元岡郵便局前
元岡小学校前,33.589051,130.239284,元岡小学校前
九大東ゲート,33.601288,130.229391,九大東ゲート
九大イーストゾーン,33.599321,130.22852,九大イーストゾーン
九大中央図書館,33.597962,130.22613,九大中央図書館
舞鶴高校入口,33.583412,130.259244,舞鶴高校入口
横浜西,33.585179,130.258593,横浜西
工芸会ワークセンター,33.586857,130.256833,工芸会ワークセンター
玄洋高校,33.587391,130.252419,玄洋高校
今出,33.587929,130.247585,今出
桑原西,33.602521,130.222511,桑原西
桑原公民館,33.603804,130.224891,桑原公民館
桑原東,33.604935,130.227747,桑原東
九大伊都協奏館,33.603345,130.228517,九大伊都協奏館
泊北口,33.584835,130.215161,泊北口
国際村前,33.583989,130.21309,国際村前
仏青寮前,33.584567,130.210556,仏青寮前
一蘭の森（糸島）,33.592849,130.201198,一蘭の森（糸島）
元岡,33.591183,130.223648,元岡
山手,33.594935,130.2261,山手
前原駅北口,33.557194,130.198765,前原駅北口
丸田池公園前,33.558098,130.198479,丸田池公園前
伊都文化会館前,33.560146,130.203696,伊都文化会館前
糸島農協前,33.560813,130.207796,糸島農協前
浦志,33.562154,130.212501,浦志
潤,33.563561,130.218278,潤
産の宮,33.564589,130.223568,産の宮
産の宮北,33.565701,130.22433,産の宮北
東風小学校東,33.567271,130.220175,東風小学校東
東風コミュニティセンター前,33.568328,130.215158,東風コミュニティセンター前
泊三区,33.571638,130.213632,泊三区
泊東口,33.574698,130.213499,泊東口
大塚,33.578727,130.215365,大塚
伊都の湯どころ入口,33.583619,130.214473,伊都の湯どころ入口
周船寺小学校前,33.57182,130.240507,周船寺小学校前
高田（前原）,33.570693,130.23673,高田（前原）
波多江小学校前,33.566936,130.230353,波多江小学校前
東風小学校入口,33.568047,130.220664,東風小学校入口
志登,33.572184,130.218861,志登
馬場,33.58731,130.203667,馬場
松隈,33.586643,130.199777,松隈
町頭,33.581254,130.201504,町頭
油比,33.579167,130.200266,油比
新田（前原市）,33.572357,130.200141,新田（前原市）
医師会病院前,33.567481,130.202213,医師会病院前
吉原橋,33.565285,130.202224,吉原橋
前原コミュニティセンター前,33.561315,130.20239,前原コミュニティセンター前
泊二区,33.575694,130.204215,泊二区
泊一区,33.577098,130.209324,泊一区
桂木（前原）,33.583872,130.210907,桂木（前原）
井原山入口,33.498542,130.248229,井原山入口
瑞梅寺ダム,33.504382,130.249098,瑞梅寺ダム
辰ヶ橋,33.508969,130.247988,辰ヶ橋
辰ヶ橋入口,33.512653,130.244843,辰ヶ橋入口
瑞梅寺,33.515763,130.241796,瑞梅寺
瑞梅寺入口,33.519564,130.240907,瑞梅寺入口
井原（前原）,33.527271,130.243031,井原（前原）
下町（前原）,33.532429,130.242663,下町（前原）
伊都国歴史博物館,33.537647,130.250946,伊都国歴史博物館
三雲宮前,33.537329,130.242066,三雲宮前
三雲橋,33.539904,130.238723,三雲橋
井田,33.5464,130.233815,井田
前原東中前,33.545981,130.230174,前原東中前
平原古墳入口,33.54345,130.230514,平原古墳入口
三雲入口,33.540615,130.230854,三雲入口
曽根公民館,33.538513,130.231109,曽根公民館
銭瓶塚,33.535521,130.23148,銭瓶塚
曽根,33.532805,130.231826,曽根
曽根グラウンド,33.530648,130.232091,曽根グラウンド
中町,33.552148,130.231121,中町
JA伊都菜彩前,33.555866,130.229188,JA伊都菜彩前
波多江,33.559874,130.227424,波多江
波多江駅西,33.562925,130.225824,波多江駅西
星賀,33.449833,129.790193,星賀
里,33.45088,129.7916,里
伊仲,33.44949,129.79424,伊仲
松山,33.44653,129.79678,松山
宇の山,33.44366,129.80923,宇の山
入野,33.44143,129.81551,入野
福祉センター前,33.42242,129.83235,福祉センター前
細浦,33.42163,129.82925,細浦
高串,33.42273,129.8262,高串
土井の浦,33.42398,129.82513,土井の浦
田野入口,33.42918,129.82803,田野入口
古保志気,33.4319533,129.8294,古保志気
長畑,33.43692,129.8231,長畑
肥前中学校前,33.44066,129.81908,肥前中学校前
菖津,33.45555,129.83545,菖津
大鶴,33.45192,129.83484,大鶴
大鶴入口,33.44291,129.83488,大鶴入口
梅崎,33.44228,129.839,梅崎
納所,33.46775,129.8116,納所
農協前（肥前町）,33.46683,129.81476,農協前（肥前町）
内木場,33.46487,129.81662,内木場
山口,33.46339,129.81976,山口
柳田橋,33.4571,129.82059,柳田橋
山添,33.44703,129.81734,山添
山田前,33.44504,129.81509,山田前
坊主町,33.449595,129.964705,坊主町
熊の原,33.44586,129.9622,熊の原
長松校前,33.44405,129.96045,長松校前
見借分道,33.442,129.958635,見借分道
神田,33.439745,129.954255,神田
お茶の水,33.43899,129.95131,お茶の水
窯元前（唐津）,33.43637,129.94839,窯元前（唐津）
平木場ダム,33.43313,129.94315,平木場ダム
平木場,33.43227,129.94034,平木場
八谷橋,33.42853,129.93712,八谷橋
椎木茶屋,33.42469,129.92448,椎木茶屋
竹木場,33.4216675,129.9205325,竹木場
小十入口,33.42454,129.91641,小十入口
稲荷茶屋,33.42677,129.90691,稲荷茶屋
雨溜,33.42513,129.90195,雨溜
切木,33.42785,129.88391,切木
切木郵便局前,33.42783,129.88098,切木郵便局前
ぼたんと緑の丘入口,33.42397,129.87507,ぼたんと緑の丘入口
万賀里川,33.42233,129.86978,万賀里川
瓜ヶ坂入口,33.42285,129.86292,瓜ヶ坂入口
八折栄,33.42571,129.85982,八折栄
放四郎川,33.4281,129.84622,放四郎川
新木場,33.42948,129.84122,新木場
比恵田,33.43168,129.8387,比恵田
寺浦,33.44373,129.8485,寺浦
太田橋,33.44671,129.86005,太田橋
牟形コミュニティセンター前,33.44851,129.859955,牟形コミュニティセンター前
牟形,33.45687,129.857805,牟形
牟形入口,33.46,129.85826,牟形入口
新田第２町営住宅前,33.4622,129.85902,新田第２町営住宅前
唐津青翔高校前,33.46578,129.85884,唐津青翔高校前
満越,33.40778,129.85703,満越
大浦浜入口,33.41351,129.85735,大浦浜入口
大浦岡,33.4165,129.86354,大浦岡
切木小学校前,33.42136,129.87119,切木小学校前
大浦入口,33.41339,129.87111,大浦入口
中浦,33.40974,129.87782,中浦
杉野浦,33.40071,129.87675,杉野浦
平畑,33.39642,129.87816,平畑
上筒井,33.3942,129.88292,上筒井
木場,33.40307,129.89441,木場
清水入口,33.40663,129.89833,清水入口
萩の坂,33.40765,129.90402,萩の坂
木場分道,33.41286,129.90633,木場分道
唐の川,33.41623,129.91039,唐の川
旭ヶ丘一区,33.43924,129.96391,旭ヶ丘一区
糸島市役所前,33.55688,130.195889,糸島市役所前
糸島高校前駅北口,33.560938,130.213474,糸島高校前駅北口
周船寺駅,33.570956,130.246086,周船寺駅
大和支所前,33.3121807,130.2805962,大和支所前
高志館高校前,33.31419,130.2789,高志館高校前
清和医院前,33.31589,130.277575,清和医院前
惣座,33.3204085,130.2734915,惣座
大和公民館,33.3228,130.270895,大和公民館
ユースピア入口,33.32547,130.26955,ユースピア入口
川上橋,33.32695,130.268251,川上橋
下小原,33.33004,130.266755,下小原
小原（大和町）,33.33339,130.26218,小原（大和町）
上小原,33.336445,130.25948,上小原
八反原,33.339605,130.25393,八反原
山溜,33.34357,130.2474555,山溜
第一発電所前,33.34893,130.2473,第一発電所前
下中の原,33.35112,130.24715,下中の原
中の原,33.35341,130.24704,中の原
富士大和温泉病院,33.35577,130.24904,富士大和温泉病院
内野,33.358855,130.249025,内野
内野上,33.36081,130.249725,内野上
自動車学校前,33.362915,130.247445,自動車学校前
熊の川温泉前,33.3652868,130.2405468,熊の川温泉前
小関橋,33.36495,130.23819,小関橋
上熊の川,33.3638,130.23341,上熊の川
鮎の瀬,33.36493,130.229255,鮎の瀬
柚の木入口,33.36637,130.2106,柚の木入口
矢櫃,33.36658,130.20777,矢櫃
天河橋,33.36864,130.20547,天河橋
古湯温泉,33.37143,130.206555,古湯温泉
フォレスタふじ前,33.37388,130.206705,フォレスタふじ前
富士支所前,33.37356,130.20807,富士支所前
富士小学校前,33.365795,130.237585,富士小学校前
呼子,33.53716,129.893859,呼子
殿の浦入口,33.534976,129.893014,殿の浦入口
横竹,33.530375,129.898495,横竹
中野,33.528435,129.906119,中野
塩鶴,33.5248044,129.9105459,塩鶴
菖蒲峠,33.51328,129.920725,菖蒲峠
菖蒲,33.50661,129.91905,菖蒲
山口茶屋,33.503195,129.917473,山口茶屋
八床入口,33.500619,129.92226,八床入口
岩野,33.494594,129.921114,岩野
浦,33.487184,129.934395,浦
唐房入口,33.479205,129.93583,唐房入口
浜町,33.475035,129.937715,浜町
八幡橋,33.472515,129.939804,八幡橋
中の瀬,33.470309,129.94376,中の瀬
藤崎通り,33.468429,129.951225,藤崎通り
妙見神社下,33.46708,129.95355,妙見神社下
西唐津二丁目,33.46433,129.95543,西唐津二丁目
西唐津駅前,33.461354,129.95729,西唐津駅前
唐津南高下,33.44565,129.9576,唐津南高下
鬼塚駅前,33.42055,129.986699,鬼塚駅前
鬼塚,33.41709,129.98562,鬼塚
春日様前,33.409275,129.978749,春日様前
川原橋,33.404755,129.973459,川原橋
鬼塚中学校前,33.401725,129.97417,鬼塚中学校前
唐津自動車学校前,33.397845,129.97773,唐津自動車学校前
工業高校前,33.394329,129.97163,工業高校前
打上,33.516035,129.904434,打上
二タ子一丁目（さんて入口）,33.45711,129.959445,二タ子一丁目（さんて入口）
西朝日町,33.453595,129.9617,西朝日町
朝日町,33.45166,129.963924,朝日町
五中前,33.440044,129.98262,五中前
本村,33.435159,129.98076,本村
殿の浦,33.53656,129.89139,殿の浦
殿の浦南,33.53172,129.891489,殿の浦南
ひばりヶ丘,33.529946,129.889253,ひばりヶ丘
呼子公民館,33.5325,129.887121,呼子公民館
徳川家康別陣下,33.533572,129.882643,徳川家康別陣下
呼子大橋,33.53942,129.88432,呼子大橋
片島,33.54728,129.88118,片島
田島神社,33.55482,129.8905,田島神社
加部島中部,33.55555,129.88817,加部島中部
加部島杉村,33.55823,129.888029,加部島杉村
風の見える丘公園,33.549536,129.881318,風の見える丘公園
伊達政宗陣跡（海青中学校前）,33.52963,129.88624,伊達政宗陣跡（海青中学校前）
持山上,33.53779,129.89865,持山上
長沙子,33.54394,129.8994,長沙子
小友,33.545704,129.906405,小友
尾の上,33.54787,129.89685,尾の上
呼子台場みなとプラザ,33.54678,129.89191,呼子台場みなとプラザ
呼子市民センター前,33.543166,129.89256,呼子市民センター前
加唐島・馬渡島・航路乗り場,33.541567,129.893919,加唐島・馬渡島・航路乗り場
小川島航路乗り場,33.538953,129.894814,小川島航路乗り場
名護屋大橋,33.529145,129.88404,名護屋大橋
名護屋浜,33.53313,129.87807,名護屋浜
桟橋前,33.535063,129.878357,桟橋前
駐在所前,33.532724,129.87243,駐在所前
鎮西市民センター前,33.528804,129.8757005,鎮西市民センター前
名護屋港入口,33.5285,129.878925,名護屋港入口
名護屋城博物館入口,33.52899,129.873385,名護屋城博物館入口
名護屋城址,33.531835,129.869515,名護屋城址
串,33.5188345,129.8527835,串
外津橋,33.51448,129.84686,外津橋
九州電力今村寮,33.51088,129.84641,九州電力今村寮
値賀,33.50866,129.84726,値賀
玄海町中通り,33.50354,129.85104,玄海町中通り
今村,33.49976,129.84999,今村
浜野浦の棚田,33.491455,129.848065,浜野浦の棚田
大薗北,33.48385,129.84831,大薗北
大薗,33.48005,129.84796,大薗
津賀根,33.47067,129.85344,津賀根
西山,33.42892,129.98394,西山
天満町南,33.43004,129.987785,天満町南
大土井,33.426635,129.98873,大土井
宇の木,33.402355,129.96781,宇の木
千々賀,33.39943,129.960525,千々賀
下畑島,33.39567,129.955445,下畑島
畑島,33.3924593,129.9525627,畑島
竹有,33.386185,129.948175,竹有
北波多中学校前,33.378545,129.95307,北波多中学校前
行合野,33.36301,129.93567,行合野
志気橋,33.35162,129.93314,志気橋
水留,33.339185,129.931697,水留
大曲,33.33416,129.931255,大曲
高瀬,33.327945,129.930025,高瀬
教会前,33.320045,129.928715,教会前
南波多郷学館下,33.316655,129.92899,南波多郷学館下
小麦原,33.30741,129.92653,小麦原
府招,33.304388,129.9228625,府招
富田神社前,33.30057,129.91855,富田神社前
府招上,33.294995,129.914085,府招上
池の峠,33.2916025,129.908915,池の峠
十三塚,33.28503,129.899985,十三塚
永山入口,33.28069,129.89614,永山入口
あさひが丘入口,33.277285,129.894775,あさひが丘入口
白野,33.27514,129.89307,白野
上伊万里,33.2727625,129.8920525,上伊万里
大坪コミュニティセンター前,33.27425,129.88672,大坪コミュニティセンター前
石志,33.3928,129.96512,石志
鹿の口,33.383905,129.98511,鹿の口
三段間,33.37257,129.99646,三段間
牟田部,33.367295,130.001365,牟田部
久保,33.358155,130.00468,久保
相知下,33.35314,130.005995,相知下
末広町,33.352215,130.008505,末広町
相知市民センター前,33.350985,130.01123,相知市民センター前
相知郵便局前,33.34948,130.01355,相知郵便局前
相知駅前,33.347235,130.019735,相知駅前
鷹取,33.34488,130.02537,鷹取
長部田,33.342215,130.029205,長部田
相知幹部派出所前,33.339865,130.03248,相知幹部派出所前
田頭橋,33.334485,130.03853,田頭橋
岩屋駅前,33.33134,130.03823,岩屋駅前
岩屋（厳木）,33.32925,130.038165,岩屋（厳木）
町切,33.32627,130.040345,町切
箞木,33.323835,130.04644,箞木
大橋（厳木）,33.323605,130.05362,大橋（厳木）
厳木駅前,33.32313,130.060845,厳木駅前
厳木市民センター前,33.32141,130.065285,厳木市民センター前
厳木中学校前,33.317615,130.06588,厳木中学校前
きゅうらぎ温泉,33.31422,130.06844,きゅうらぎ温泉
牧瀬,33.3140395,130.069641,牧瀬
厳木コミュニティセンター前,33.312655,130.0728,厳木コミュニティセンター前
笹原峠,33.307535,130.07571,笹原峠
番所,33.299085,130.084565,番所
莇原北町,33.29445,130.08857,莇原北町
莇原中町,33.291235,130.091705,莇原中町
多久駅北口,33.28842,130.09575,多久駅北口
砂原,33.28818,130.09882,砂原
多久市商工会館前,33.28761,130.101685,多久市商工会館前
多久市児童センター前,33.28627,130.1083,多久市児童センター前
多久市役所,33.288595,130.110495,多久市役所
多久原,33.290755,130.114625,多久原
両の原,33.28806,130.12397,両の原
大工田西,33.28732,130.126755,大工田西
大工田,33.28634,130.130405,大工田
別府,33.283855,130.13956,別府
公立佐賀中央病院,33.278748,130.145149,公立佐賀中央病院
東多久,33.283295,130.14349,東多久
赤坂橋,33.283215,130.148385,赤坂橋
東原庠舎東部校前,33.282535,130.15277,東原庠舎東部校前
古賀山,33.28262,130.15741,古賀山
渋木,33.28419,130.16159,渋木
旭ヶ丘,33.289065,130.16728,旭ヶ丘
一本松,33.290625,130.169735,一本松
天山宮前,33.291475,130.178205,天山宮前
果樹試験場前,33.292435,130.18598,果樹試験場前
西小路,33.29322,130.19226,西小路
蛭子町,33.292785,130.202615,蛭子町
平井,33.288015,130.206405,平井
三津,33.279535,130.2133325,三津
大寺,33.27446,130.21736,大寺
五条,33.26662,130.22372,五条
山領,33.25895,130.22988,山領
玄海エネルギーパーク,33.51368,129.84299,玄海エネルギーパーク
玄海発電所口,33.51251,129.84302,玄海発電所口
仮立上,33.49781,129.8532,仮立上
小加倉溜,33.49212,129.87401,小加倉溜
浅木場,33.48935,129.87716,浅木場
小加倉,33.49316,129.88579,小加倉
白畑入口,33.492145,129.894065,白畑入口
石原,33.495165,129.90442,石原
加倉,33.4907367,129.9152833,加倉
まいづるCARROT店,33.469365,129.952535,まいづるCARROT店
海岸通り北,33.4684,129.95695,海岸通り北
魚市場入口,33.46978,129.958225,魚市場入口
築港,33.47089,129.95952,築港
大島郵便局前,33.47095,129.96161,大島郵便局前
唐津フェリーターミナル,33.4699,129.96315,唐津フェリーターミナル
西唐津公民館前,33.469356,129.959404,西唐津公民館前
山道入口,33.47557,129.910363,山道入口
名場越,33.46807,129.911192,名場越
大良小学校前,33.462869,129.906378,大良小学校前
大良橋,33.45553,129.904826,大良橋
八永入口,33.450396,129.896309,八永入口
田代公民館,33.452354,129.891425,田代公民館
農協倉庫前,33.454379,129.905761,農協倉庫前
大良支所前,33.452086,129.908387,大良支所前
後川内,33.452422,129.919891,後川内
見借,33.442522,129.93959,見借
見借庚申様前,33.442595,129.941162,見借庚申様前
西浦上,33.441325,129.946534,西浦上
西浦,33.441113,129.953858,西浦
長松大橋,33.44162,129.96011,長松大橋
旭ヶ丘入口,33.440015,129.96446,旭ヶ丘入口
飯氏北,33.569961,130.243196,飯氏北
千里,33.563985,130.243196,千里
筑前高校入口,33.562367,130.243396,筑前高校入口
宇田川原,33.559282,130.244586,宇田川原
下高来寺,33.557245,130.245929,下高来寺
高来寺,33.555332,130.246534,高来寺
染井,33.549231,130.247933,染井
大門,33.544764,130.249643,大門
高祖,33.542034,130.253946,高祖
高祖作出,33.536067,130.257775,高祖作出
末永,33.533085,130.260603,末永
上末永,33.5281,130.26377,上末永
王丸,33.524625,130.267281,王丸
王丸上,33.522195,130.26941,王丸上
川原（前原）,33.51794,130.272207,川原（前原）
雷山の森,33.513298,130.267731,雷山の森
構造改善センター前,33.530972,130.261546,構造改善センター前
前原駅南口,33.55666,130.199317,前原駅南口
笹山,33.554855,130.202726,笹山
伏龍団地,33.552861,130.203612,伏龍団地
多久入口,33.54954,130.204112,多久入口
県営有田団地前,33.548419,130.207315,県営有田団地前
上鑵子,33.548022,130.210139,上鑵子
有田中央公民館前,33.546709,130.212579,有田中央公民館前
有田,33.544082,130.216989,有田
有田中,33.544074,130.219865,有田中
平原,33.545603,130.226846,平原
糸島市運動公園,33.54031,130.222233,糸島市運動公園
波多江駅,33.564157,130.226407,波多江駅
井上病院前,33.56028,130.226227,井上病院前
健康福祉センター前,33.558383,130.219231,健康福祉センター前
金の手（まいづる９玄海店）,33.467647,129.858547,金の手（まいづる９玄海店）
新田（玄海町）,33.4713,129.87119,新田（玄海町）
玄海町役場前,33.47306,129.87468,玄海町役場前
田渕医院前,33.47406,129.876382,田渕医院前
有浦上,33.477,129.882125,有浦上
柚の木（玄海町）,33.47776,129.890345,柚の木（玄海町）
枝去木,33.482771,129.9063575,枝去木
枝去木上,33.48658,129.910065,枝去木上
佐賀営業所,33.30999,130.2646,佐賀営業所
竹下町,33.19187,130.0129865,竹下町
武雄温泉入口,33.1934458,130.0163121,武雄温泉入口
武雄中央公園前,33.1931105,130.0181385,武雄中央公園前
武雄高校前,33.1894465,130.02084,武雄高校前
ゆめタウン武雄（武雄市図書館）,33.1892413,130.024214,ゆめタウン武雄（武雄市図書館）
マルキョウ前,33.1929109,130.0231907,マルキョウ前
武雄市役所前,33.1944145,130.021207,武雄市役所前
武雄温泉駅（北口）,33.19621,130.022189,武雄温泉駅（北口）
武雄温泉駅(南口),33.196388,130.0238119,武雄温泉駅(南口)
武雄中学校前,33.1996635,130.0278165,武雄中学校前
甘久西,33.2019417,130.0313617,甘久西
甘久,33.2038135,130.03458,甘久
メリーランド前,33.205838,130.037865,メリーランド前
高橋駅前,33.208031,130.0414795,高橋駅前
鳴瀬分道,33.2101693,130.0453257,鳴瀬分道
武雄北方インター口,33.2142425,130.04892,武雄北方インター口
北方大崎,33.220387,130.0555405,北方大崎
西杵,33.22359,130.05633,西杵
馬神,33.23182,130.06096,馬神
高野入口,33.235885,130.064705,高野入口
馬神峠,33.24094,130.06514,馬神峠
桐岡,33.252975,130.07516,桐岡
西町,33.2595,130.08318,西町
本多久,33.261995,130.09047,本多久
めぐみ町,33.268985,130.090765,めぐみ町
撰分,33.27302,130.090745,撰分
宮の浦,33.277965,130.0911,宮の浦
桜町,33.28163,130.09171,桜町
産業技術学院前,33.282895,130.09219,産業技術学院前
高木川内,33.286305,130.093025,高木川内
加布里駅前,33.544539,130.174185,加布里駅前
五反田,33.538686,130.170298,五反田
一貴山駅入口,33.535252,130.1676,一貴山駅入口
浜窪,33.535544,130.156496,浜窪
松末,33.533609,130.154046,松末
松末稲荷前,33.528725,130.148309,松末稲荷前
片山,33.522413,130.139507,片山
きららの湯,33.520291,130.139425,きららの湯
筑前深江駅前,33.515048,130.139333,筑前深江駅前
武公民館前,33.528685,130.166753,武公民館前
波呂,33.517753,130.169586,波呂
JA西部支店前,33.515931,130.164525,JA西部支店前
上深江,33.517144,130.156811,上深江
交流プラザ二丈館前,33.517256,130.145523,交流プラザ二丈館前
唐房,33.483754,129.9383015,唐房
玄海水産振興センター,33.48568,129.94012,玄海水産振興センター
門前入口,33.488804,129.941219,門前入口
鳩川,33.49369,129.94411,鳩川
相賀入口,33.501755,129.95192,相賀入口
相賀,33.50618,129.9559,相賀
松風園前,33.51233,129.957075,松風園前
北浜,33.51811,129.95604,北浜
湊入口,33.5227,129.955765,湊入口
湊駐在所前,33.524094,129.954639,湊駐在所前
湊公民館前,33.526225,129.952385,湊公民館前
湊,33.5264,129.94974,湊
みなと園,33.52699,129.94525,みなと園
屋形石入口,33.53154,129.9314,屋形石入口
屋形石,33.53196,129.92516,屋形石
七ッ釜入口,33.53322,129.92102,七ッ釜入口
藤の辻,33.53577,129.91637,藤の辻
丸田,33.53706,129.90894,丸田
小友入口,33.536887,129.904964,小友入口
持山,33.53527,129.89877,持山
大久保（鎮西町）,33.53296,129.86603,大久保（鎮西町）
先部,33.53521,129.86113,先部
波戸岬少年自然の家,33.53985,129.85764,波戸岬少年自然の家
鳥の巣,33.54318,129.85715,鳥の巣
波戸港入口,33.54509,129.85516,波戸港入口
波戸,33.54781,129.85445,波戸
波戸岬,33.55202,129.8535,波戸岬
波戸岬国民宿舎,33.55109,129.85172,波戸岬国民宿舎
南風台入口,33.550702,130.197151,南風台入口
水素センター前,33.537399,130.202471,水素センター前
半導体センター前,33.53559,130.198295,半導体センター前
産業団地入口,33.538601,130.203509,産業団地入口
産業団地,33.540419,130.201861,産業団地
多久（前原）,33.544643,130.195531,多久（前原）
宮地嶽入口,33.541488,130.191635,宮地嶽入口
野添,33.536901,130.188405,野添
真方,33.533724,130.187273,真方
蛇石,33.524592,130.191743,蛇石
本区,33.520795,130.190906,本区
八反田,33.512594,130.194354,八反田
長糸支所,33.510699,130.195726,長糸支所
飯原口,33.506937,130.198103,飯原口
長野（前原）,33.50177,130.198451,長野（前原）
別処,33.496828,130.195801,別処
白糸の森,33.491925,130.179105,白糸の森
白糸,33.488048,130.178966,白糸
美咲ヶ丘入口,33.548009,130.191337,美咲ヶ丘入口
美咲ヶ丘中央,33.548473,130.187935,美咲ヶ丘中央
美咲ヶ丘駅,33.550053,130.185939,美咲ヶ丘駅
瀬戸,33.512824,130.183772,瀬戸
糸島高校前駅南口,33.560584,130.213619,糸島高校前駅南口
篠原東,33.554632,130.212884,篠原東
糸高南,33.554136,130.210008,糸高南
篠原,33.554285,130.207896,篠原
東口,33.589636,130.116257,東口
芥屋購買店,33.59085,130.112516,芥屋購買店
大石前,33.567627,130.187128,大石前
大浦台,33.568962,130.185065,大浦台
大浦池通り,33.569533,130.18358,大浦池通り
堤下,33.570351,130.186056,堤下
大牟田,33.572423,130.185758,大牟田
志摩スカイタウン,33.574594,130.184735,志摩スカイタウン
師吉東,33.573629,130.181747,師吉東
師吉中,33.575307,130.179207,師吉中
師吉公民館,33.577202,130.178156,師吉公民館
師吉荘前,33.579787,130.179752,師吉荘前
初,33.582122,130.183024,初
稲留,33.585913,130.173421,稲留
東小金丸,33.586311,130.165127,東小金丸
西小金丸,33.587052,130.15951,西小金丸
志摩中入口,33.588948,130.154727,志摩中入口
小富士園前,33.582467,130.146849,小富士園前
貝塚,33.576327,130.144848,貝塚
松原（志摩町）,33.565719,130.138965,松原（志摩町）
香月,33.560987,130.134536,香月
久家,33.558278,130.131897,久家
船越,33.557347,130.128162,船越
加布里東口（芥屋線）,33.547283,130.16679,加布里東口（芥屋線）
加布里（芥屋線）,33.549443,130.16394,加布里（芥屋線）
小富士東,33.561137,130.163789,小富士東
小富士,33.56116,130.157762,小富士
御床,33.562742,130.152229,御床
二ッ橋,33.563693,130.145916,二ッ橋
引津小学校,33.566676,130.137789,引津小学校
新町,33.569214,130.132035,新町
元村,33.571214,130.127948,元村
岐志,33.574217,130.124552,岐志
芥屋支所,33.576994,130.123225,芥屋支所
芥屋グラウンド,33.583213,130.122793,芥屋グラウンド
