"trans_id","lang","translation"
"唐津うまかもん市場前","ko","가라쓰우마카몬이치바마에"
"久里","ja","久里"
"久里","ja-Hrkt","くり"
"久里","en","Kuri"
"久里","zh-CN","久里"
"久里","zh-TW","久里"
"久里","ko","구리"
"城","ja","城"
"城","ja-Hrkt","じょう"
"城","en","Jo"
"城","zh-CN","城(佐贺县)"
"城","zh-TW","城(佐賀縣)"
"城","ko","조(사가현)"
"佐賀整肢学園前","ja","佐賀整肢学園前"
"佐賀整肢学園前","ja-Hrkt","さがせいしがくえんまえ"
"佐賀整肢学園前","en","Sagaseishigakuen-mae"
"佐賀整肢学園前","zh-CN","佐贺整肢学园前"
"佐賀整肢学園前","zh-TW","佐賀整肢學園前"
"佐賀整肢学園前","ko","사가세이시가쿠엔마에"
"唐津特別支援学校前","ja","唐津特別支援学校前"
"唐津特別支援学校前","ja-Hrkt","からつとくべつしえんがっこうまえ"
"唐津特別支援学校前","en","Karatsutokubetsushiengakko-mae"
"唐津特別支援学校前","zh-CN","唐津特别支援学校前"
"唐津特別支援学校前","zh-TW","唐津特別支援學校前"
"唐津特別支援学校前","ko","가라쓰도쿠베쓰시엔갓코마에"
"心月寺前","ja","心月寺前"
"心月寺前","ja-Hrkt","しんげつじまえ"
"心月寺前","en","Shingetsuji-mae(Shingetsu-ji (Temple))"
"心月寺前","zh-CN","心月寺前"
"心月寺前","zh-TW","心月寺前"
"心月寺前","ko","신게쓰지마에"
"芳谷","ja","芳谷"
"芳谷","ja-Hrkt","よしたに"
"芳谷","en","Yoshitani"
"芳谷","zh-CN","芳谷"
"芳谷","zh-TW","芳谷"
"芳谷","ko","요시타니"
"岸山","ja","岸山"
"岸山","ja-Hrkt","きしやま"
"岸山","en","Kishiyama"
"岸山","zh-CN","岸山"
"岸山","zh-TW","岸山"
"岸山","ko","기시야마"
"徳須恵","ja","徳須恵"
"徳須恵","ja-Hrkt","とくすえ"
"徳須恵","en","Tokusue"
"徳須恵","zh-CN","德须惠"
"徳須恵","zh-TW","德須惠"
"徳須恵","ko","도쿠스에"
"九大学研都市駅","ja","九大学研都市駅"
"九大学研都市駅","ja-Hrkt","きゅうだいがっけんとしえき"
"九大学研都市駅","en","Kyudai Gakkentoshi-eki(Kyudai Gakkentoshi Sta.)"
"九大学研都市駅","zh-CN","九大学研都市站"
"九大学研都市駅","zh-TW","九大學研都市站"
"九大学研都市駅","ko","규다이갓켄토시에키"
"北原","ja","北原"
"北原","ja-Hrkt","きたばる"
"北原","en","Kitabaru(Fukuoka Pref.)"
"北原","zh-CN","北原(福冈县)"
"北原","zh-TW","北原(福岡縣)"
"北原","ko","기타바루(후쿠오카현)"
"山崎","ja","山崎"
"山崎","ja-Hrkt","やまさき"
"山崎","en","Yamasaki (Fukuoka Pref.)"
"山崎","zh-CN","山崎(福冈县)"
"山崎","zh-TW","山崎(福岡縣)"
"山崎","ko","야마사키(후쿠오카현)"
"周船寺東口","ja","周船寺東口"
"周船寺東口","ja-Hrkt","すせんじひがしぐち"
"周船寺東口","en","Susenji Higasihguchi"
"周船寺東口","zh-CN","周船寺东口"
"周船寺東口","zh-TW","週船寺東口"
"周船寺東口","ko","스센지히가시구치"
"周船寺","ja","周船寺"
"周船寺","ja-Hrkt","すせんじ"
"周船寺","en","Susenji"
"周船寺","zh-CN","周船寺"
"周船寺","zh-TW","週船寺"
"周船寺","ko","스센지"
"泉","ja","泉"
"泉","ja-Hrkt","いずみ"
"泉","en","Izumi(Fukuoka Pref.)"
"泉","zh-CN","泉(福冈市)"
"泉","zh-TW","泉(福岡市)"
"泉","ko","이즈미(후쿠오카시)"
"富士見","ja","富士見"
"富士見","ja-Hrkt","ふじみ"
"富士見","en","Fujimi(Fukuoka Pref.)"
"富士見","zh-CN","富士见(福冈县)"
"富士見","zh-TW","富士見(福岡縣)"
"富士見","ko","후지미(후쿠오카현)"
"たろう保育園前","ja","たろう保育園前"
"たろう保育園前","ja-Hrkt","たろうほいくえんまえ"
"たろう保育園前","en","Taro Hoikuen-mae(Nursery)"
"たろう保育園前","zh-CN","Taro保育园前"
"たろう保育園前","zh-TW","Taro保育園前"
"たろう保育園前","ko","다로호이쿠엔마에"
"元岡農協前","ja","元岡農協前"
"元岡農協前","ja-Hrkt","もとおかのうきょうまえ"
"元岡農協前","en","Motooka Nokyo-mae (JA)"
"元岡農協前","zh-CN","元冈农协前"
"元岡農協前","zh-TW","元岡農協前"
"元岡農協前","ko","모토오카노쿄마에"
"産学連携交流センター","ja","産学連携交流センター"
"産学連携交流センター","ja-Hrkt","さんがくれんけいこうりゅうせんたー"
"産学連携交流センター","en","Sangaku Renkei Koryu Center"
"産学連携交流センター","zh-CN","产学合作交流中心"
"産学連携交流センター","zh-TW","產學合作交流中心"
"産学連携交流センター","ko","산가쿠렌케이쿄류센터"
"西消防署元岡出張所前","ja","西消防署元岡出張所前"
"西消防署元岡出張所前","ja-Hrkt","にししょうぼうしょもとおかしゅっちょうじょまえ"
"西消防署元岡出張所前","en","Nishi Shobosho Motooka Shucchosho-mae(Fire Station)"
"西消防署元岡出張所前","zh-CN","西消防署元冈出张所前"
"西消防署元岡出張所前","zh-TW","西消防署元岡出張所前"
"西消防署元岡出張所前","ko","니시쇼보쇼모토오카슛초조마에"
"九大ビッグオレンジ","ja","九大ビッグオレンジ"
"九大ビッグオレンジ","ja-Hrkt","きゅうだいびっぐおれんじ"
"九大工学部","ja","九大工学部"
"九大工学部","ja-Hrkt","きゅうだいこうがくぶ"
"九大工学部","en","Kyudai Kogakubu(Univ.)"
"九大工学部","zh-CN","九大工学部"
"九大工学部","zh-TW","九大工學部"
"九大工学部","ko","규다이코가쿠부"
"九大農学部","ja","九大農学部"
"九大農学部","ja-Hrkt","きゅうだいのうがくぶ"
"九大農学部","en","Kyudai Nogakubu(Univ.)"
"九大農学部","zh-CN","九大农学部"
"九大農学部","zh-TW","九大農學部"
"九大農学部","ko","규다이노가쿠부"
"九大船舶・航空実験棟","ja","九大船舶・航空実験棟"
"九大船舶・航空実験棟","ja-Hrkt","きゅうだいせんぱくこうくうじっけんとう"
"九大船舶・航空実験棟","en","Kyudai Senpaku・Koku Jikken-to (Univ.)"
"九大船舶・航空実験棟","zh-CN","九大船舶・航空实验楼"
"九大船舶・航空実験棟","zh-TW","九大船舶・航空實驗樓"
"九大船舶・航空実験棟","ko","규다이센바쿠코쿠짓켄토"
"九大総合グラウンド","ja","九大総合グラウンド"
"九大総合グラウンド","ja-Hrkt","きゅうだいそうごうぐらうんど"
"九大総合グラウンド","en","Kyudai Sogo Ground (Univ. ground)"
"九大総合グラウンド","zh-CN","九大综合运动场"
"九大総合グラウンド","zh-TW","九大綜合運動場"
"九大総合グラウンド","ko","규다이소고그라운드"
"ゲートウェイ","ja","ゲートウェイ"
"ゲートウェイ","ja-Hrkt","げーとうぇい"
"学園通","ja","学園通"
"学園通","ja-Hrkt","がくえんどおり"
"元岡郵便局前","ja","元岡郵便局前"
"元岡郵便局前","ja-Hrkt","もとおかゆうびんきょくまえ"
"元岡郵便局前","en","Motooka Yubinkyoku-mae(Post Office)"
"元岡郵便局前","zh-CN","元冈邮局前"
"元岡郵便局前","zh-TW","元岡郵局前"
"元岡郵便局前","ko","모토오카유빈쿄쿠마에"
"元岡小学校前","ja","元岡小学校前"
"元岡小学校前","ja-Hrkt","もとおかしょうがっこうまえ"
"元岡小学校前","en","Motooka Shogakko-mae(Elem. Sch.)"
"元岡小学校前","zh-CN","元冈小学前"
"元岡小学校前","zh-TW","元岡小學前"
"元岡小学校前","ko","모토오카쇼갓코마에"
"九大東ゲート","ja","九大東ゲート"
"九大東ゲート","ja-Hrkt","きゅうだいひがしげーと"
"九大東ゲート","en","Kyudai Higashi Gate(Univ.)"
"九大東ゲート","zh-CN","九大东门"
"九大東ゲート","zh-TW","九大東門"
"九大東ゲート","ko","규다이히가시게이트"
"九大イーストゾーン","ja","九大イーストゾーン"
"九大イーストゾーン","ja-Hrkt","きゅうだいいーすとぞーん"
"九大イーストゾーン","en","Kyudai East Zone(Univ.)"
"九大イーストゾーン","zh-CN","九大东区"
"九大イーストゾーン","zh-TW","九大東區"
"九大イーストゾーン","ko","규다이이스트존"
"九大中央図書館","ja","九大中央図書館"
"九大中央図書館","ja-Hrkt","きゅきゅうだいちゅうおうとしょかん"
"九大中央図書館","en","Kyudai Chuo Toshokan(Univ. Library)"
"九大中央図書館","zh-CN","九大中央图书馆"
"九大中央図書館","zh-TW","九大中央圖書館"
"九大中央図書館","ko","규다이추오토쇼칸"
"舞鶴高校入口","ja","舞鶴高校入口"
"舞鶴高校入口","ja-Hrkt","まいずるこうこういりぐち"
"舞鶴高校入口","en","Maizuru Koko Iriguchi (Senior H. Sch.)"
"舞鶴高校入口","zh-CN","舞鹤高中入口"
"舞鶴高校入口","zh-TW","舞鶴高中入口"
"舞鶴高校入口","ko","마이즈루코코이리구치"
"横浜西","ja","横浜西"
"横浜西","ja-Hrkt","よこはまにし"
"横浜西","en","Yokohama Nishi"
"横浜西","zh-CN","横滨西"
"横浜西","zh-TW","橫濱西"
"横浜西","ko","요코하마니시"
"工芸会ワークセンター","ja","工芸会ワークセンター"
"工芸会ワークセンター","ja-Hrkt","こうげかいわーくせんたー"
"工芸会ワークセンター","en","Kogeikai Work Center"
"工芸会ワークセンター","zh-CN","工艺会工作中心"
"工芸会ワークセンター","zh-TW","工藝會工作中心"
"工芸会ワークセンター","ko","고게카이워크센터"
"玄洋高校","ja","玄洋高校"
"玄洋高校","ja-Hrkt","げんようこうこう"
"玄洋高校","en","Genyo Koko (Senior H. Sch.)"
"玄洋高校","zh-CN","玄洋高中"
"玄洋高校","zh-TW","玄洋高中"
"玄洋高校","ko","겐요코코"
"今出","ja","今出"
"今出","ja-Hrkt","いまいで"
"今出","en","Imade(Fukuoka Pref.)"
"今出","zh-CN","今出(福冈县)"
"今出","zh-TW","今出(福岡縣)"
"今出","ko","이마이데(후쿠오카현)"
"泊北口","ja","泊北口"
"泊北口","ja-Hrkt","とまりきたぐち"
"泊北口","en","Tomari Kitaguchi"
"泊北口","zh-CN","泊北口"
"泊北口","zh-TW","泊北口"
"泊北口","ko","도마리키타구치"
"元岡","ja","元岡"
"元岡","ja-Hrkt","もとおか"
"元岡","en","Motooka"
"元岡","zh-CN","元冈"
"元岡","zh-TW","元岡"
"元岡","ko","모토오카"
"丸田池公園前","ja","丸田池公園前"
"丸田池公園前","ja-Hrkt","まるたいけこうえんまえ"
"丸田池公園前","en","Marutaike Koen-mae(Park)"
"丸田池公園前","zh-CN","丸田池公园前"
"丸田池公園前","zh-TW","丸田池公園前"
"丸田池公園前","ko","마루타이케코엔마에"
"伊都文化会館前","ja","伊都文化会館前"
"伊都文化会館前","ja-Hrkt","いとぶんかかいかんまえ"
"伊都文化会館前","en","Ito Bunka-kaikan mae(Culture Hall)"
"伊都文化会館前","zh-CN","伊都文化会馆前"
"伊都文化会館前","zh-TW","伊都文化會館前"
"伊都文化会館前","ko","이토분카카이칸마에"
"糸島農協前","ja","糸島農協前"
"糸島農協前","ja-Hrkt","いとしまのうきようまえ"
"糸島農協前","en","Itoshima Nokyo-mae (JA)"
"糸島農協前","zh-CN","糸岛农协前"
"糸島農協前","zh-TW","糸島農協前"
"糸島農協前","ko","이토시마노쿄마에"
"浦志","ja","浦志"
"浦志","ja-Hrkt","うらし"
"浦志","en","Urashi"
"浦志","zh-CN","浦志"
"浦志","zh-TW","浦志"
"浦志","ko","우라시"
"潤","ja","潤"
"潤","ja-Hrkt","うるう"
"潤","en","Uru"
"潤","zh-CN","润"
"潤","zh-TW","潤"
"潤","ko","우루우"
"産の宮","ja","産の宮"
"産の宮","ja-Hrkt","さんのみや"
"産の宮","en","Sannomiya"
"産の宮","zh-CN","产之宫"
"産の宮","zh-TW","產之宮"
"産の宮","ko","산노미야"
"産の宮北","ja","産の宮北"
"産の宮北","ja-Hrkt","さんのみやきた"
"産の宮北","en","Sannomiya Kita"
"産の宮北","zh-CN","产之宫北"
"産の宮北","zh-TW","產之宮北"
"産の宮北","ko","산노미야키타"
"東風小学校東","ja","東風小学校東"
"東風小学校東","ja-Hrkt","はるかぜしょうがっこうひがし"
"東風小学校東","en","Harukaze Shogakko Higashi(Elem. Sch.)"
"東風小学校東","zh-CN","东风小学东"
"東風小学校東","zh-TW","東風小學東"
"東風小学校東","ko","하루카제쇼갓코히가시"
"東風コミュニティセンター前","ja","東風コミュニティセンター前"
"東風コミュニティセンター前","ja-Hrkt","はるかぜこみゅにてぃせんたーまえ"
"東風コミュニティセンター前","en","Harukaze Community Center-mae(Public Hall)"
"東風コミュニティセンター前","zh-CN","东风社区中心前"
"東風コミュニティセンター前","zh-TW","東風社區中心前"
"東風コミュニティセンター前","ko","하루카제커뮤니티센터마에"
"泊三区","ja","泊三区"
"泊三区","ja-Hrkt","とまりさんく"
"泊三区","en","Tomari 3-ku"
"泊三区","zh-CN","泊三区"
"泊三区","zh-TW","泊三區"
"泊三区","ko","도마리산쿠"
"泊東口","ja","泊東口"
"泊東口","ja-Hrkt","とまりひがしぐち"
"泊東口","en","Tomari Higashiguchi"
"泊東口","zh-CN","泊东口"
"泊東口","zh-TW","泊東口"
"泊東口","ko","도마리히가시구치"
"大塚","ja","大塚"
"大塚","ja-Hrkt","おおつか"
"大塚","en","Otsuka(Itoshima-shi)"
"大塚","zh-CN","大冢(糸岛市)"
"大塚","zh-TW","大塚(糸島市)"
"大塚","ko","오쓰카(이토시마시)"
"周船寺小学校前","ja","周船寺小学校前"
"周船寺小学校前","ja-Hrkt","すせんじしようがつこうまえ"
"周船寺小学校前","en","Susenji Shogakko-mae (Elem. Sch.)"
"周船寺小学校前","zh-CN","周船寺小学前"
"周船寺小学校前","zh-TW","週船寺小學前"
"周船寺小学校前","ko","스센지쇼갓코마에"
"高田（前原）","ja","高田（前原）"
"高田（前原）","ja-Hrkt","たかだ"
"高田（前原）","en","Takada (Itoshima-shi)"
"高田（前原）","zh-CN","高田(糸岛市)"
"高田（前原）","zh-TW","高田(糸島市)"
"波多江小学校前","ja","波多江小学校前"
"波多江小学校前","ja-Hrkt","はたえしょうがっこうまえ"
"波多江小学校前","en","Hatae Shogakko-mae(Elem.Sch.)"
"波多江小学校前","zh-CN","波多江小学前"
"波多江小学校前","zh-TW","波多江小學前"
"波多江小学校前","ko","하타에쇼갓코마에"
"東風小学校入口","ja","東風小学校入口"
"東風小学校入口","ja-Hrkt","はるかぜしょうがっこういりぐち"
"東風小学校入口","en","Yunoura"
"東風小学校入口","zh-CN","汤野浦"
"東風小学校入口","zh-TW","湯野浦"
"東風小学校入口","ko","유노우라"
"志登","ja","志登"
"志登","ja-Hrkt","しと"
"志登","en","Shito"
"志登","zh-CN","志登"
"志登","zh-TW","志登"
"志登","ko","시토"
"吉原橋","ja","吉原橋"
"吉原橋","ja-Hrkt","よしはらばし"
"吉原橋","en","Yoshihara-bashi(Br.)(Itoshima-shi)"
"吉原橋","zh-CN","吉原桥(糸岛市)"
"吉原橋","zh-TW","吉原橋(糸島市)"
"吉原橋","ko","요시하라바시(이토시마시)"
"前原コミュニティセンター前","ja","前原コミュニティセンター前"
"前原コミュニティセンター前","ja-Hrkt","まえばるこみゅにてぃせんたーまえ"
"前原コミュニティセンター前","en","Maebaru Community Center-mae(Public Hall)"
"前原コミュニティセンター前","zh-CN","前原社区中心前"
"前原コミュニティセンター前","zh-TW","前原社區中心前"
"前原コミュニティセンター前","ko","마에바루커뮤니티센터마에"
"桂木（前原）","ja","桂木（前原）"
"桂木（前原）","ja-Hrkt","かつらぎ"
"桂木（前原）","en","Katsuragi(Fukuoka Pref.)"
"桂木（前原）","zh-CN","桂木(福冈县)"
"桂木（前原）","zh-TW","桂木(福岡縣)"
"桂木（前原）","ko","가쓰라기(후쿠오카현)"
"古保志気","ja","古保志気"
"古保志気","ja-Hrkt","こぼしき"
"古保志気","en","Koboshiki"
"古保志気","zh-CN","古保志气"
"古保志気","zh-TW","古保志氣"
"古保志気","ko","고보시키"
"坊主町","ja","坊主町"
"坊主町","ja-Hrkt","ぼうずまち"
"坊主町","en","Bozumachi"
"坊主町","zh-CN","坊主町"
"坊主町","zh-TW","坊主町"
"坊主町","ko","보즈마치"
"見借分道","ja","見借分道"
"見借分道","ja-Hrkt","みるかしぶんどう"
"見借分道","en","Mirukashibundo"
"見借分道","zh-CN","见借分道"
"見借分道","zh-TW","見借分道"
"見借分道","ko","미루카시분도"
"神田","ja","神田"
"神田","ja-Hrkt","こうだ"
"神田","en","Koda"
"神田","zh-CN","神田(佐贺县)"
"神田","zh-TW","神田(佐賀縣)"
"神田","ko","고다(사가현)"
"竹木場","ja","竹木場"
"竹木場","ja-Hrkt","たけこば"
"竹木場","en","Takekoba"
"竹木場","zh-CN","竹木场"
"竹木場","zh-TW","竹木場"
"竹木場","ko","다케코바"
"小十入口","ja","小十入口"
"小十入口","ja-Hrkt","こじゅういりぐち"
"小十入口","en","Kojuiriguchi"
"小十入口","zh-CN","小十入口"
"小十入口","zh-TW","小十入口"
"小十入口","ko","고주이리구치"
"ぼたんと緑の丘入口","ja","ぼたんと緑の丘入口"
"ぼたんと緑の丘入口","ja-Hrkt","ぼたんとみどりのおかいりぐち"
"ぼたんと緑の丘入口","en","Botantomidorinokairiguchi"
"ぼたんと緑の丘入口","zh-CN","牡丹和绿色山丘入口"
"ぼたんと緑の丘入口","zh-TW","牡丹和綠色山丘入口"
"ぼたんと緑の丘入口","ko","보탄토미도리노오카이리구치"
"牟形コミュニティセンター前","ja","牟形コミュニティセンター前"
"牟形コミュニティセンター前","ja-Hrkt","むかたこみゅにてぃせんたーまえ"
"牟形コミュニティセンター前","en","Mukatakomyuniteisenta-mae"
"牟形コミュニティセンター前","zh-CN","牟形社区中心前"
"牟形コミュニティセンター前","zh-TW","牟形社區中心前"
"牟形コミュニティセンター前","ko","무카타커뮤니티센터마에"
"牟形","ja","牟形"
"牟形","ja-Hrkt","むかた"
"牟形","en","Mukata"
"牟形","zh-CN","牟形"
"牟形","zh-TW","牟形"
"牟形","ko","무카타"
"唐津青翔高校前","ja","唐津青翔高校前"
"唐津青翔高校前","ja-Hrkt","からつせいしょうこうこうまえ"
"唐津青翔高校前","en","Karatsuseishokoko-mae"
"唐津青翔高校前","zh-CN","唐津青翔高中前"
"唐津青翔高校前","zh-TW","唐津青翔高中前"
"唐津青翔高校前","ko","가라쓰세이쇼코코마에"
"旭ヶ丘一区","ja","旭ヶ丘一区"
"旭ヶ丘一区","ja-Hrkt","あさひがおかいっく"
"旭ヶ丘一区","en","Asahigaokaikku"
"旭ヶ丘一区","zh-CN","旭丘一区(佐贺县)"
"旭ヶ丘一区","zh-TW","旭丘一區(佐賀縣)"
"旭ヶ丘一区","ko","오사히가오카잇쿠(사가현)"
"糸島市役所前","ja","糸島市役所前"
"糸島市役所前","ja-Hrkt","いとしましやくしょまえ"
"糸島市役所前","en","Itoshima Shiyakusho-mae(City Hall)"
"糸島市役所前","zh-CN","糸岛市市役所前"
"糸島市役所前","zh-TW","糸島市市役所前"
"糸島市役所前","ko","이토시마시야쿠쇼마에"
"大和支所前","ja","大和支所前"
"大和支所前","ja-Hrkt","やまとししょまえ"
"大和支所前","en","Yamatoshisho-mae"
"大和支所前","zh-CN","大和支所前(佐贺县)"
"大和支所前","zh-TW","大和支所前(佐賀縣)"
"大和支所前","ko","야마토시쇼마에(사가현)"
"高志館高校前","ja","高志館高校前"
"高志館高校前","ja-Hrkt","こうしかんこうこうまえ"
"高志館高校前","en","Koshikankoko-mae(Koshikan High School)"
"高志館高校前","zh-CN","高志馆高中前"
"高志館高校前","zh-TW","高志館高中前"
"清和医院前","ja","清和医院前"
"清和医院前","ja-Hrkt","せいわいいんまえ"
"清和医院前","en","Seiwaiin-mae(Seiwa Medical Office)"
"清和医院前","zh-CN","清和医院前"
"清和医院前","zh-TW","清和醫院前"
"清和医院前","ko","세이와이인마에"
"惣座","ja","惣座"
"惣座","ja-Hrkt","そうざ"
"惣座","en","Soza"
"惣座","zh-CN","惣座"
"惣座","zh-TW","惣座"
"惣座","ko","소자"
"大和公民館","ja","大和公民館"
"大和公民館","ja-Hrkt","やまとこうみんかん"
"大和公民館","en","Yamatokominkan(Yamato Community Center)"
"大和公民館","zh-CN","大和公民馆"
"大和公民館","zh-TW","大和公民館"
"大和公民館","ko","야마토코민칸"
"ユースピア入口","ja","ユースピア入口"
"ユースピア入口","ja-Hrkt","ゆーすぴあいりぐちくち"
"ユースピア入口","en","Youth Pia Iriguchi"
"ユースピア入口","zh-CN","Youth Peer入口"
"ユースピア入口","zh-TW","Youth Peer入口"
"ユースピア入口","ko","유스피어이리구치"
"下小原","ja","下小原"
"下小原","ja-Hrkt","しもこばら"
"下小原","en","Shimokobara"
"下小原","zh-CN","下小原(佐贺县)"
"下小原","zh-TW","下小原(佐賀縣)"
"下小原","ko","시모코바루(사가현)"
"上小原","ja","上小原"
"上小原","ja-Hrkt","かみこばる"
"上小原","en","Kamikobaru"
"上小原","zh-CN","上小原(佐贺县)"
"上小原","zh-TW","上小原(佐賀縣)"
"上小原","ko","가미코바루(사가현)"
"八反原","ja","八反原"
"八反原","ja-Hrkt","はつたばる"
"八反原","en","Hatsutabaru"
"八反原","zh-CN","八反原(佐贺县)"
"八反原","zh-TW","八反原(佐賀縣)"
"八反原","ko","하쓰타바루(사가현)"
"山溜","ja","山溜"
"山溜","ja-Hrkt","やまどめ"
"山溜","en","Yamadome"
"山溜","zh-CN","山溜"
"山溜","zh-TW","山溜"
"山溜","ko","야마도메"
"内野","ja","内野"
"内野","ja-Hrkt","うちの"
"内野","en","Uchino"
"内野","zh-CN","内野(佐贺县)"
"内野","zh-TW","內野(佐賀縣)"
"内野","ko","우치노(사가현)"
"内野上","ja","内野上"
"内野上","ja-Hrkt","うちのかみ"
"内野上","en","Uchinokami"
"内野上","zh-CN","内野上"
"内野上","zh-TW","內野上"
"内野上","ko","우치노카미"
"熊の川温泉前","ja","熊の川温泉前"
"熊の川温泉前","ja-Hrkt","くまのかわおんせんまえ"
"熊の川温泉前","en","Kumanokawaonsen-mae(Kumanokawa-Onsen (Spa))"
"熊の川温泉前","zh-CN","熊川温泉前"
"熊の川温泉前","zh-TW","熊川溫泉前"
"熊の川温泉前","ko","구마노카와온센마에"
"小関橋","ja","小関橋"
"小関橋","ja-Hrkt","おぜきばし"
"小関橋","en","Ozekibashi"
"小関橋","zh-CN","小关桥"
"小関橋","zh-TW","小關橋"
"小関橋","ko","오제키바시"
"鮎の瀬","ja","鮎の瀬"
"鮎の瀬","ja-Hrkt","あゆのせ"
"鮎の瀬","en","Ayunose"
"鮎の瀬","zh-CN","鲇之濑"
"鮎の瀬","zh-TW","鮎之瀨"
"矢櫃","ja","矢櫃"
"矢櫃","ja-Hrkt","やびつ"
"矢櫃","en","Yabitsu"
"矢櫃","zh-CN","矢柜"
"矢櫃","zh-TW","矢櫃"
"矢櫃","ko","야비쓰"
"古湯温泉","ja","古湯温泉"
"古湯温泉","ja-Hrkt","ふるゆおんせん"
"古湯温泉","en","Furuyuonsen(Furuyu-Onsen(Spa))"
"古湯温泉","zh-CN","古汤温泉"
"古湯温泉","zh-TW","古湯溫泉"
"古湯温泉","ko","후루유온센"
"フォレスタふじ前","ja","フォレスタふじ前"
"フォレスタふじ前","ja-Hrkt","ふぉれすたふじまえ"
"フォレスタふじ前","en","Foresta Fuji-mae"
"フォレスタふじ前","zh-CN","Foresta Fuji前"
"フォレスタふじ前","zh-TW","Foresta Fuji前"
"フォレスタふじ前","ko","포레스타후지마에"
"富士小学校前","ja","富士小学校前"
"富士小学校前","ja-Hrkt","ふじしょうがっこうまえ"
"富士小学校前","en","Fuji Shogakko-mae(Elem. Sch.)"
"富士小学校前","zh-CN","富士小学前"
"富士小学校前","zh-TW","富士小學前"
"富士小学校前","ko","후지쇼갓코마에"
"殿の浦入口","ja","殿の浦入口"
"殿の浦入口","ja-Hrkt","とののうらいりぐち"
"殿の浦入口","en","Tononourairiguchi(Tono-no-ura-Iriguchi)"
"殿の浦入口","zh-CN","殿之浦入口"
"殿の浦入口","zh-TW","殿之浦入口"
"殿の浦入口","ko","도노노우라이리구치"
"横竹","ja","横竹"
"横竹","ja-Hrkt","よこたけ"
"横竹","en","Yokotake"
"横竹","zh-CN","横竹"
"横竹","zh-TW","橫竹"
"横竹","ko","요코타케"
"中野","ja","中野"
"中野","ja-Hrkt","なかの"
"中野","en","Nakano"
"中野","zh-CN","中野"
"中野","zh-TW","中野"
"中野","ko","나카노"
"塩鶴","ja","塩鶴"
"塩鶴","ja-Hrkt","しおづる"
"塩鶴","en","Shiozuru"
"塩鶴","zh-CN","盐鹤(佐贺县)"
"塩鶴","zh-TW","鹽鶴(佐賀縣)"
"塩鶴","ko","시오즈루(사가현)"
"菖蒲峠","ja","菖蒲峠"
"菖蒲峠","ja-Hrkt","しょうぶとうげ"
"菖蒲峠","en","Shobutoge"
"菖蒲峠","zh-CN","菖蒲峠"
"菖蒲峠","zh-TW","菖蒲峠"
"菖蒲峠","ko","쇼부토게"
"菖蒲","ja","菖蒲"
"菖蒲","ja-Hrkt","しょうぶ"
"菖蒲","en","Shobu"
"菖蒲","zh-CN","菖蒲(佐贺县)"
"菖蒲","zh-TW","菖蒲(佐賀縣)"
"菖蒲","ko","쇼부(사가현)"
"山口茶屋","ja","山口茶屋"
"山口茶屋","ja-Hrkt","やまぐちぢゃや"
"山口茶屋","en","Yamaguchijiyaya(Yamaguchi-jaya)"
"山口茶屋","zh-CN","山口茶屋"
"山口茶屋","zh-TW","山口茶屋"
"山口茶屋","ko","야마구치자야"
"岩野","ja","岩野"
"岩野","ja-Hrkt","いわの"
"岩野","en","Iwano"
"岩野","zh-CN","岩野(佐贺县)"
"岩野","zh-TW","岩野(佐賀縣)"
"岩野","ko","이와노(사가현)"
"浦","ja","浦"
"浦","ja-Hrkt","うら"
"浦","en","Ura"
"浦","zh-CN","浦(佐贺县)"
"浦","zh-TW","浦(佐賀縣)"
"浦","ko","우라(사가현)"
"唐房入口","ja","唐房入口"
"唐房入口","ja-Hrkt","とうぼういりぐち"
"唐房入口","en","Toboiriguchi(Tobo-Iriguchi)"
"唐房入口","zh-CN","唐房入口"
"唐房入口","zh-TW","唐房入口"
"唐房入口","ko","도보이리구치"
"浜町","ja","浜町"
"浜町","ja-Hrkt","はままち"
"浜町","en","Hama-machi"
"浜町","zh-CN","滨町(佐贺县)"
"浜町","zh-TW","濱町(佐賀縣)"
"浜町","ko","하마마치(사가현)"
"八幡橋","ja","八幡橋"
"八幡橋","ja-Hrkt","やはたばし"
"八幡橋","en","Yahatabashi(Yahata-bashi)"
"八幡橋","zh-CN","八幡桥(佐贺县)"
"八幡橋","zh-TW","八幡橋(佐賀縣)"
"八幡橋","ko","야하타바시(사가현)"
"中の瀬","ja","中の瀬"
"中の瀬","ja-Hrkt","なかのせ"
"中の瀬","en","Nakanose"
"中の瀬","zh-CN","中之濑(佐贺县)"
"中の瀬","zh-TW","中之瀨(佐賀縣)"
"中の瀬","ko","나카노세(사가현)"
"藤崎通り","ja","藤崎通り"
"藤崎通り","ja-Hrkt","ふじさきどおり"
"藤崎通り","en","Fujisakidori(Fujisaki-dori )"
"藤崎通り","zh-CN","藤崎通"
"藤崎通り","zh-TW","藤崎通"
"藤崎通り","ko","후지사키도리"
"妙見神社下","ja","妙見神社下"
"妙見神社下","ja-Hrkt","みょうけんじんじゃした"
"妙見神社下","en","Myokenjinjashita(Myoken-jinja (Shrine))"
"妙見神社下","zh-CN","妙见神社下"
"妙見神社下","zh-TW","妙見神社下"
"妙見神社下","ko","묘켄진자시타"
"西唐津二丁目","ja","西唐津二丁目"
"西唐津二丁目","ja-Hrkt","にしからつにちょうめ"
